metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2020-10-24,United States,"Business, Office & Industrial",5572953.904594,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-14,International,Photo,2126392.204406,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-13,United States,Parts & Accessories,18799838.283639,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-23,United States,Home & Garden,11523043.488560,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-20,United States,Sports,11538756.075047,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-12,International,Health & Beauty,5309535.163167,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-31,United States,Sports,13568237.809932,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-04,International,Tickets & Travel,124390.259543,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-04,United States,Computers,8571784.083303,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-27,International,Computers,7958669.710258,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-27,United States,Consumer Electronics,2730752.045265,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-16,International,Cell Phones & Telecom,5598054.686075,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-05,International,Remaining Categories,312049.157519,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-11,United States,Clothing & Accessories,11672510.787056,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-20,United States,Tickets & Travel,45749.654896,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-02,United States,Parts & Accessories,24480700.032786,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-12,International,"Books, Movies & Music",3126465.303103,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-01,International,Remaining Categories,548355.788340,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-16,United States,Cell Phones & Telecom,3783136.977404,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-29,United States,Sports,14499210.222093,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-15,United States,Consumer Electronics,4141424.603209,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-01,International,Remaining Categories,647729.681685,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-21,United States,Photo,1409033.161381,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-08,United States,Sports,10397504.364780,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-03,International,Computers,8975500.939489,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-21,United States,"Business, Office & Industrial",7677654.588607,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-13,United States,"Business, Office & Industrial",12292747.805473,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-01,International,Health & Beauty,7961667.675221,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-01-31,International,Computers,6122668.541404,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-12,International,Cell Phones & Telecom,7057245.963782,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-23,International,Health & Beauty,5488462.035520,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-17,United States,Photo,1560705.932992,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-16,International,Clothing & Accessories,15400397.970200,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-15,International,Parts & Accessories,19299406.481693,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-28,United States,Remaining Categories,282909.588746,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-17,United States,Video Games,2018738.850283,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-03,United States,Consumer Electronics,2876970.079073,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-06,United States,Clothing & Accessories,13611804.190259,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-15,International,Consumer Electronics,3195694.858917,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-16,International,Health & Beauty,5411923.635755,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-04,International,"Books, Movies & Music",3039780.253915,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-09,International,Home & Garden,30589080.839579,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-01,United States,Cell Phones & Telecom,3773535.035508,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-10,United States,"Business, Office & Industrial",10292225.954559,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-03,United States,Clothing & Accessories,15655065.238151,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-03,United States,Tickets & Travel,105112.133374,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-30,International,Cell Phones & Telecom,8870382.274496,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-15,International,Home & Garden,39869264.368931,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-15,United States,Clothing & Accessories,12266276.666470,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-27,United States,Collectibles & Art,10908453.998854,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-22,International,Remaining Categories,408864.662627,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-20,United States,Photo,1709368.505985,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-02,United States,"Business, Office & Industrial",8186320.234980,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-01,International,Tickets & Travel,140559.951345,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-20,International,Photo,2455488.350121,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-04,International,Home & Garden,31789360.667496,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-14,International,Remaining Categories,565911.211253,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-17,International,Musical Instruments,1550299.044160,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-16,United States,Health & Beauty,5288208.328609,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-11,United States,Clothing & Accessories,14417602.251043,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-22,United States,Cell Phones & Telecom,4427436.802423,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-21,International,"Books, Movies & Music",2551660.707021,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-09,International,Clothing & Accessories,11443297.481488,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-17,United States,Toys & Hobbies,3190804.191497,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-16,International,"Books, Movies & Music",2086891.747433,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-13,International,Tickets & Travel,200838.186980,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-16,United States,Video Games,957126.102526,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-28,United States,Consumer Electronics,2824608.711064,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-18,United States,Collectibles & Art,11637935.623097,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-10,United States,Toys & Hobbies,4436171.226291,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-03,International,Toys & Hobbies,4728494.332339,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-11,International,Musical Instruments,1299166.873092,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-03,International,Musical Instruments,1709611.166575,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-25,United States,Video Games,2480812.219114,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-28,International,"Books, Movies & Music",3599746.293598,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-13,International,"Books, Movies & Music",3439234.023553,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-03,United States,Tickets & Travel,61475.654286,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-20,United States,Health & Beauty,4233158.261252,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-15,International,"Business, Office & Industrial",8546881.407322,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-21,International,"Books, Movies & Music",2610070.767345,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-17,International,Musical Instruments,1181672.194320,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-19,United States,Musical Instruments,1739615.235792,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-04,International,Health & Beauty,6910613.580670,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-05,International,Home & Garden,21463294.886174,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-29,United States,Clothing & Accessories,13354840.809624,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-22,United States,Video Games,1044734.421786,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-30,United States,"Books, Movies & Music",2529481.151296,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-21,United States,Musical Instruments,1639895.721734,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-05,International,"Books, Movies & Music",3247135.815942,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-30,International,Remaining Categories,321833.663901,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-29,United States,Remaining Categories,238273.580500,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-22,International,Sports,5947882.058170,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-07,International,Clothing & Accessories,14897920.000615,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-25,United States,Home & Garden,7712541.504212,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-01,International,Photo,1667028.950079,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-23,United States,Photo,1213475.588648,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-13,United States,Collectibles & Art,12607809.498025,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-13,United States,Remaining Categories,716224.855240,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-01,International,Tickets & Travel,64772.251692,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-29,United States,Cell Phones & Telecom,3359147.390068,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-28,International,Tickets & Travel,73912.496275,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-27,International,Clothing & Accessories,14112988.752136,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-08,International,Clothing & Accessories,15501741.640373,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-15,International,"Books, Movies & Music",3510730.118447,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-09,United States,Consumer Electronics,2973568.703263,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-07,International,Home & Garden,35954625.193437,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-14,International,Toys & Hobbies,6641760.293007,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-02,United States,Toys & Hobbies,8349570.224373,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-14,United States,Parts & Accessories,17802603.534320,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-14,United States,Parts & Accessories,21631145.336183,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-01,International,Photo,2033847.139957,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-28,International,Remaining Categories,388562.607329,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-21,United States,Video Games,1877662.172076,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-07,United States,Consumer Electronics,3277031.389260,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-31,International,Clothing & Accessories,13212126.476891,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-19,United States,"Business, Office & Industrial",8806613.597922,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-11,International,Remaining Categories,290547.573767,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-03,United States,Toys & Hobbies,3748396.865641,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-24,International,Toys & Hobbies,3976976.361209,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-07,International,Consumer Electronics,3654408.804991,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-06,International,Toys & Hobbies,10646259.193107,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-29,United States,Sports,14934889.132582,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-07,United States,Tickets & Travel,117146.927107,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-12,International,Photo,2420474.869065,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-07,United States,Collectibles & Art,9859057.281959,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-17,International,Tickets & Travel,79955.085589,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-05,International,Remaining Categories,366039.448021,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-13,International,Photo,3687372.759201,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-09,United States,"Business, Office & Industrial",9672039.706259,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-03,International,Musical Instruments,1485941.577744,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-18,International,Health & Beauty,5547617.630393,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-27,United States,Computers,7507858.876548,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-19,United States,Video Games,3618639.789305,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-18,United States,Home & Garden,11873577.013384,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-09,United States,Collectibles & Art,11478347.927102,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-12,United States,Sports,15051933.889300,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-06,International,Tickets & Travel,104418.758929,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-05,International,Remaining Categories,566020.749571,2021-01-01,2021-03-31
